scene_id,plm_fname,plume_extent_km2,max_conc,lon,lat,fold
20240501T153055_2412210_016,20240501T153055_2412210_016_2580_1.npy,0.8964,2676.0,-77.06480202769684,-11.81529925424379,2
20240501T153055_2412210_016,20240501T153055_2412210_016_2580_2.npy,4.3991999999999996,2676.0,-77.06480202769684,-11.81529925424379,2
20240501T153055_2412210_016,20240501T153055_2412210_016_2580_3.npy,6.7824,2676.0,-77.06480202769684,-11.81529925424379,2
20240501T153055_2412210_016,20240501T153055_2412210_016_2580_4.npy,1.4831999999999999,2676.0,-77.06480202769684,-11.81529925424379,2
20240501T153055_2412210_016,20240501T153055_2412210_016_2580_5.npy,8.604,2676.0,-77.06480202769684,-11.81529925424379,2
20240501T153055_2412210_016,20240501T153055_2412210_016_2580_6.npy,13.9392,2676.0,-77.06480202769684,-11.81529925424379,2
20240501T153055_2412210_016,20240501T153055_2412210_016_2580_7.npy,0.5868,2676.0,-77.06480202769684,-11.81529925424379,2
20240501T153055_2412210_016,20240501T153055_2412210_016_2580_8.npy,4.9212,2676.0,-77.06480202769684,-11.81529925424379,2
20240501T153055_2412210_016,20240501T153055_2412210_016_2580_9.npy,9.122399999999999,2676.0,-77.06480202769684,-11.81529925424379,2
20240501T153055_2412210_016,20240501T153055_2412210_016_3142_1.npy,0.1188,3074.0,-77.120109744763,-11.92862585097737,2
20240501T153055_2412210_016,20240501T153055_2412210_016_3142_2.npy,2.1959999999999997,3074.0,-77.120109744763,-11.92862585097737,2
20240501T153055_2412210_016,20240501T153055_2412210_016_3142_3.npy,6.8148,3074.0,-77.120109744763,-11.92862585097737,2
20240501T153055_2412210_016,20240501T153055_2412210_016_3142_4.npy,0.31679999999999997,3074.0,-77.120109744763,-11.92862585097737,2
20240501T153055_2412210_016,20240501T153055_2412210_016_3142_5.npy,4.05,3074.0,-77.120109744763,-11.92862585097737,2
20240501T153055_2412210_016,20240501T153055_2412210_016_3142_6.npy,9.99,3074.0,-77.120109744763,-11.92862585097737,2
20240501T153055_2412210_016,20240501T153055_2412210_016_3142_7.npy,0.19799999999999998,3074.0,-77.120109744763,-11.92862585097737,2
20240501T153055_2412210_016,20240501T153055_2412210_016_3142_8.npy,1.8539999999999999,3074.0,-77.120109744763,-11.92862585097737,2
20240501T153055_2412210_016,20240501T153055_2412210_016_3142_9.npy,4.2623999999999995,3074.0,-77.120109744763,-11.92862585097737,2
20240501T153107_2412210_017,20240501T153107_2412210_017_3143_1.npy,1.4687999999999999,4840.0,-76.77145423423815,-12.233902759881705,1
20240501T153107_2412210_017,20240501T153107_2412210_017_3143_2.npy,8.2296,4840.0,-76.77145423423815,-12.233902759881705,1
20240501T153107_2412210_017,20240501T153107_2412210_017_3143_3.npy,14.1336,4840.0,-76.77145423423815,-12.233902759881705,1
20240501T153107_2412210_017,20240501T153107_2412210_017_3143_4.npy,4.3776,4840.0,-76.77145423423815,-12.233902759881705,1
20240501T153107_2412210_017,20240501T153107_2412210_017_3143_5.npy,10.0152,4840.0,-76.77145423423815,-12.233902759881705,1
20240501T153107_2412210_017,20240501T153107_2412210_017_3143_6.npy,10.314,4840.0,-76.77145423423815,-12.233902759881705,1
20240501T153107_2412210_017,20240501T153107_2412210_017_3143_7.npy,2.9088,4840.0,-76.77145423423815,-12.233902759881705,1
20240501T153107_2412210_017,20240501T153107_2412210_017_3143_8.npy,4.8636,4840.0,-76.77145423423815,-12.233902759881705,1
20240501T153107_2412210_017,20240501T153107_2412210_017_3143_9.npy,2.9448,4840.0,-76.77145423423815,-12.233902759881705,1
20240517T170655_2413811_045,20240517T170655_2413811_045_3168_1.npy,1.5876,3332.0,-46.41890444784743,-23.63759489339334,4
20240517T170655_2413811_045,20240517T170655_2413811_045_3168_2.npy,2.0987999999999998,3332.0,-46.41890444784743,-23.63759489339334,4
20240517T170655_2413811_045,20240517T170655_2413811_045_3168_3.npy,0.5112,3332.0,-46.41890444784743,-23.63759489339334,4
20240517T170655_2413811_045,20240517T170655_2413811_045_3168_4.npy,3.87,3332.0,-46.41890444784743,-23.63759489339334,4
20240517T170655_2413811_045,20240517T170655_2413811_045_3168_5.npy,7.6248,3332.0,-46.41890444784743,-23.63759489339334,4
20240517T170655_2413811_045,20240517T170655_2413811_045_3168_6.npy,5.5116,3332.0,-46.41890444784743,-23.63759489339334,4
20240517T170655_2413811_045,20240517T170655_2413811_045_3168_7.npy,2.376,3332.0,-46.41890444784743,-23.63759489339334,4
20240517T170655_2413811_045,20240517T170655_2413811_045_3168_8.npy,7.4592,3332.0,-46.41890444784743,-23.63759489339334,4
20240517T170655_2413811_045,20240517T170655_2413811_045_3168_9.npy,10.5156,3332.0,-46.41890444784743,-23.63759489339334,4
20240522T132049_2414309_001,20240522T132049_2414309_001_3172_1.npy,0.0504,1920.0,28.538234687352187,29.55161971611442,4
20240522T132049_2414309_001,20240522T132049_2414309_001_3172_2.npy,0.2052,1920.0,28.538234687352187,29.55161971611442,4
20240522T132049_2414309_001,20240522T132049_2414309_001_3172_4.npy,0.5724,1920.0,28.538234687352187,29.55161971611442,4
20240523T075552_2414406_005,20240523T075552_2414406_005_3174_1.npy,0.612,2100.0,112.4839623108412,35.5937166893311,3
20240523T075552_2414406_005,20240523T075552_2414406_005_3174_2.npy,4.9392,2100.0,112.4839623108412,35.5937166893311,3
20240523T075552_2414406_005,20240523T075552_2414406_005_3174_3.npy,4.3271999999999995,2100.0,112.4839623108412,35.5937166893311,3
20240523T075552_2414406_005,20240523T075552_2414406_005_3174_4.npy,0.3348,2100.0,112.4839623108412,35.5937166893311,3
20240523T075552_2414406_005,20240523T075552_2414406_005_3174_5.npy,2.7756,2100.0,112.4839623108412,35.5937166893311,3
20240523T075552_2414406_005,20240523T075552_2414406_005_3174_6.npy,2.4408,2100.0,112.4839623108412,35.5937166893311,3
20240523T075552_2414406_005,20240523T075552_2414406_005_3174_7.npy,0.072,2100.0,112.4839623108412,35.5937166893311,3
20240523T075552_2414406_005,20240523T075552_2414406_005_3174_8.npy,0.2808,2100.0,112.4839623108412,35.5937166893311,3
20240523T075552_2414406_005,20240523T075552_2414406_005_3174_9.npy,0.20879999999999999,2100.0,112.4839623108412,35.5937166893311,3
20240523T075552_2414406_005,20240523T075552_2414406_005_3175_1.npy,3.7367999999999997,5387.0,112.52950984254272,35.61052589745905,3
20240523T075552_2414406_005,20240523T075552_2414406_005_3175_2.npy,8.8416,5387.0,112.52950984254272,35.61052589745905,3
20240523T075552_2414406_005,20240523T075552_2414406_005_3175_3.npy,7.6608,5387.0,112.52950984254272,35.61052589745905,3
20240523T075552_2414406_005,20240523T075552_2414406_005_3175_4.npy,2.8116,5387.0,112.52950984254272,35.61052589745905,3
20240523T075552_2414406_005,20240523T075552_2414406_005_3175_5.npy,4.4388,5387.0,112.52950984254272,35.61052589745905,3
20240523T075552_2414406_005,20240523T075552_2414406_005_3175_6.npy,2.1888,5387.0,112.52950984254272,35.61052589745905,3
20240523T075552_2414406_005,20240523T075552_2414406_005_3175_7.npy,0.4896,5387.0,112.52950984254272,35.61052589745905,3
20240523T075552_2414406_005,20240523T075552_2414406_005_3175_8.npy,0.6984,5387.0,112.52950984254272,35.61052589745905,3
20240523T075552_2414406_005,20240523T075552_2414406_005_3175_9.npy,0.3456,5387.0,112.52950984254272,35.61052589745905,3
20240523T075552_2414406_005,20240523T075552_2414406_005_3178_1.npy,0.3456,4419.0,112.63144955635092,35.5465424600688,3
20240523T075552_2414406_005,20240523T075552_2414406_005_3178_2.npy,1.5768,4419.0,112.63144955635092,35.5465424600688,3
20240523T075552_2414406_005,20240523T075552_2414406_005_3178_3.npy,1.2312,4419.0,112.63144955635092,35.5465424600688,3
20240523T075552_2414406_005,20240523T075552_2414406_005_3178_4.npy,0.504,4419.0,112.63144955635092,35.5465424600688,3
20240523T075552_2414406_005,20240523T075552_2414406_005_3178_5.npy,2.016,4419.0,112.63144955635092,35.5465424600688,3
20240523T075552_2414406_005,20240523T075552_2414406_005_3178_6.npy,1.512,4419.0,112.63144955635092,35.5465424600688,3
20240523T075552_2414406_005,20240523T075552_2414406_005_3178_7.npy,0.15839999999999999,4419.0,112.63144955635092,35.5465424600688,3
20240523T075552_2414406_005,20240523T075552_2414406_005_3178_8.npy,0.4392,4419.0,112.63144955635092,35.5465424600688,3
20240523T075552_2414406_005,20240523T075552_2414406_005_3178_9.npy,0.2808,4419.0,112.63144955635092,35.5465424600688,3
20240523T075604_2414406_006,20240523T075604_2414406_006_3180_1.npy,1.7568,7184.0,112.83099112380526,36.012862427489274,3
20240523T075604_2414406_006,20240523T075604_2414406_006_3180_2.npy,2.2392,7184.0,112.83099112380526,36.012862427489274,3
20240523T075604_2414406_006,20240523T075604_2414406_006_3180_3.npy,0.4824,7184.0,112.83099112380526,36.012862427489274,3
20240523T075604_2414406_006,20240523T075604_2414406_006_3180_6.npy,0.6444,7184.0,112.83099112380526,36.012862427489274,3
20240523T075604_2414406_006,20240523T075604_2414406_006_3182_1.npy,0.9935999999999999,2654.0,112.92045948964756,36.13920260470901,3
20240523T075604_2414406_006,20240523T075604_2414406_006_3182_2.npy,2.7683999999999997,2654.0,112.92045948964756,36.13920260470901,3
20240523T075604_2414406_006,20240523T075604_2414406_006_3182_3.npy,1.7748,2654.0,112.92045948964756,36.13920260470901,3
20240523T075604_2414406_006,20240523T075604_2414406_006_3182_4.npy,1.0872,2654.0,112.92045948964756,36.13920260470901,3
20240523T075604_2414406_006,20240523T075604_2414406_006_3182_5.npy,3.2399999999999998,2654.0,112.92045948964756,36.13920260470901,3
20240523T075604_2414406_006,20240523T075604_2414406_006_3182_6.npy,2.1528,2654.0,112.92045948964756,36.13920260470901,3
20240523T075604_2414406_006,20240523T075604_2414406_006_3182_7.npy,0.0936,2654.0,112.92045948964756,36.13920260470901,3
20240523T075604_2414406_006,20240523T075604_2414406_006_3182_8.npy,0.47159999999999996,2654.0,112.92045948964756,36.13920260470901,3
20240523T075604_2414406_006,20240523T075604_2414406_006_3182_9.npy,0.378,2654.0,112.92045948964756,36.13920260470901,3
20240523T075604_2414406_006,20240523T075604_2414406_006_3183_1.npy,0.7163999999999999,5007.0,112.98281622947704,36.17119432340414,3
20240523T075604_2414406_006,20240523T075604_2414406_006_3183_2.npy,1.4003999999999999,5007.0,112.98281622947704,36.17119432340414,3
20240523T075604_2414406_006,20240523T075604_2414406_006_3183_3.npy,0.6839999999999999,5007.0,112.98281622947704,36.17119432340414,3
20240523T075604_2414406_006,20240523T075604_2414406_006_3183_4.npy,0.9144,5007.0,112.98281622947704,36.17119432340414,3
20240523T075604_2414406_006,20240523T075604_2414406_006_3183_5.npy,1.9223999999999999,5007.0,112.98281622947704,36.17119432340414,3
20240523T075604_2414406_006,20240523T075604_2414406_006_3183_6.npy,1.008,5007.0,112.98281622947704,36.17119432340414,3
20240523T075604_2414406_006,20240523T075604_2414406_006_3183_7.npy,0.19799999999999998,5007.0,112.98281622947704,36.17119432340414,3
20240523T075604_2414406_006,20240523T075604_2414406_006_3183_8.npy,0.522,5007.0,112.98281622947704,36.17119432340414,3
20240523T075604_2414406_006,20240523T075604_2414406_006_3183_9.npy,0.324,5007.0,112.98281622947704,36.17119432340414,3
20240524T114612_2414508_005,20240524T114612_2414508_005_3200_4.npy,0.144,1311.0,53.53298494108968,39.47339037176548,2
20240524T114612_2414508_005,20240524T114612_2414508_005_3200_7.npy,0.036,1311.0,53.53298494108968,39.47339037176548,2
